species,family,order,fishbase_name,column_pos,depth_min,depth_max,migration,length,length_type,diet,Comments,AddRems
Sardinops sagax,Clupeidae,Clupeiformes,Sardinops sagax,pelagic-neritic,0,200,oceanodromous,39.5,SL,selective plankton feeding,"Neritic (Ref. 11230).  A coastal species that forms large schools (Ref. 188).  Occur at temperatures ranging from 16° to 23°C in summer and from 10° to 18°C in winter.  Feed mainly on planktonic crustaceans.  Young fish feed on zooplankton such as copepod and adults on phytoplankton (Ref. 39882).  Oviparous, with pelagic eggs, and pelagic larvae (Ref. 265).  Possibly can live up to 25 years (Ref. 265).  In the California region, pilchards make northward migrations early in summer and travel back south again in autumn.  With each year of life, the migration becomes farther (Ref. 6885).  Marketed fresh, frozen or canned.  Utilized mainly for fish meal; but also eaten fried and broiled (Ref. 9988).  Main source of landing:  NE Pacific:  Mexico (Ref. 4931).","In South America it is caught down to depths of about 40 m, in summer at 16 to 23 C, in winter at 10 to 18 C.  Forms large schools in the Peru current.  Likewise in North America, it forms large schools, up to 10 million individuals; it is migratory with a definite northward movement between California and British Columbia waters in summer and return in autumn, winter.  Zooplankton and phytoplankton feeder.  Food items of larvae and early juveniles consist of copepods and larvaceans (Ref. 32837).  Young fish feeds on zooplankton such as copepods and adults on phytoplankton (Ref. 39882).  Employs both filter- and particulate-feeding modes on phytoplankton and zooplankton (Ref. 42392)."
Archistes biseriatus,Cottidae,Scorpaeniformes,Archistes biseriatus,demersal,10,200,NA,17,TL,NA,Minimum depth reported taken from Ref. 50610.,NA
Archistes plumarius,Cottidae,Scorpaeniformes,Archistes plumarius,demersal,10,100,NA,7.199999809265137,TL,NA,NA,NA
Artediellus camchaticus,Cottidae,Scorpaeniformes,Artediellus camchaticus,demersal,25,520,NA,16.5,OT,NA,Maximum length type refers to body length.,NA
Artediellus gomojunovi,Cottidae,Scorpaeniformes,Artediellus gomojunovi,demersal,37,520,NA,NA,NA,NA,NA,NA
Artediellus miacanthus,Cottidae,Scorpaeniformes,Artediellus miacanthus,demersal,33,400,NA,NA,NA,NA,Minimum depth reported from Ref. 50610.,NA
Artediellus pacificus,Cottidae,Scorpaeniformes,Artediellus pacificus,demersal,15,137,NA,5.699999809265137,TL,NA,Found on mud and sand bottoms (Ref. 2850).,NA
Artediellus scaber,Cottidae,Scorpaeniformes,Artediellus scaber,demersal,0,290,NA,8.399999618530273,TL,hunting macrofauna (predator),"Found on sand-mud bottoms, mostly in brackish waters with bottom temperatures mostly near to or below 0°C and salinities of 10-15 ppt (Ref. 4698).  Benthic (Ref. 58426).  Feeds on small bottom invertebrates (Ref. 4698).","Found on sand-mud bottoms, mostly in brackish waters with bottom temperatures mostly near to or below 0°C and salinities of 10-15 ppt (Ref. 4698).  Benthic (Ref. 58426).  Feeds on small bottom invertebrates (Ref. 4698)."
Artediellus uncinatus,Cottidae,Scorpaeniformes,Artediellus uncinatus,demersal,13,598,NA,10,TL,hunting macrofauna (predator),"Found on sand, mud or hard bottoms (Ref. 4698).  Benthic; feeds on invertebrates (Ref. 58426).","Found on sand, mud or hard bottoms (Ref. 4698).  Benthic; feeds on invertebrates (Ref. 58426).  Parasite found was a copepod, <i>Haemobaphes cyclopterina</i> (Ref. 5951)."
Artedius fenestralis,Cottidae,Scorpaeniformes,Artedius fenestralis,demersal,1,55,NA,14,TL,hunting macrofauna (predator),Occurs from intertidal areas to 55 m depth (Ref. 2850).  Feeds on shrimps and small fishes (Ref. 4925).,Feeds on shrimps and fish (Ref. 4925).34
Artedius lateralis,Cottidae,Scorpaeniformes,Artedius lateralis,demersal,0,13,NA,14,TL,hunting macrofauna (predator),Occurs in the intertidal (common) and to 13 m depth (Ref. 2850).  May remain out of water under rocks or seaweeds (Ref. 31184).  Breathes air when out of water (Ref. 31184).,Occurs in the intertidal (common) and to 13 m depth (Ref. 2850).  May remain out of water under rocks or seaweeds (Ref. 31184).  Breathes air when out of water (Ref. 31184).
Bolinia euryptera,Cottidae,Scorpaeniformes,Bolinia euryptera,bathydemersal,201,410,NA,18.88999938964844,SL,NA,NA,NA
Chitonotus pugetensis,Cottidae,Scorpaeniformes,Chitonotus pugetensis,demersal,0,142,NA,23,TL,hunting macrofauna (predator),"Commonly found on sand bottom, also on mud bottom.  Occurs in intertidal areas and up to 142 m depth (Ref. 2850).  Feeds on shrimps and other crustaceans (Ref. 4925).  Aquarium observations indicate that this is nocturnal (Ref. 2850).","Commonly found on sand bottom, also on mud bottom. Occurs in intertidal areas and up to 142 m depth. Feeds on shrimps and other crustaceans. Aquarium observations indicate that this is nocturnal."
Clinocottus acuticeps,Cottidae,Scorpaeniformes,Clinocottus acuticeps,demersal,0,20,NA,6.400000095367432,TL,hunting macrofauna (predator),"Commonly found in rocky intertidal and subtidal areas, but also over sand and in eelgrass and seaweeds (Ref. 2850).  May leave tide pools if aquatic conditions become inhospitable (Ref. 31184).  Occasionally enters fresh water (Ref. 27547).  Probably feeds on small invertebrates common among seaweed and in tide pools.  Breathes air when out of water (Ref. 31184).","Commonly found in rocky intertidal and subtidal areas, but also over sand and in eelgrass and seaweeds (Ref. 2850). May leave tidepools if aquatic conditions become inhospitable (Ref. 31184). Occasionally enters fresh water (Ref. 27547). Probably feeds on small invertebrates common among seaweed and in tidepools. Breathes air when out of water."
Enophrys bison,Cottidae,Scorpaeniformes,Enophrys bison,demersal,NA,20,NA,37,TL,hunting macrofauna (predator),"Commonly found in inshore rocky and sandy areas (Ref. 2850).  Feeds mainly on algae (Ref. 2850) but also shrimps, crabs, amphipods, mussels, and small fishes (Ref. 4925).",Feeds on fish and benthic invertebrates (Ref. 4925).
Enophrys diceraus,Cottidae,Scorpaeniformes,Enophrys diceraus,demersal,0,380,NA,32,TL,hunting macrofauna (predator),NA,Feeds on benthic invertebrates (Ref. 57119).
Enophrys lucasi,Cottidae,Scorpaeniformes,Enophrys lucasi,demersal,NA,NA,amphidromous,20,TL,NA,NA,NA
Enophrys taurina,Cottidae,Scorpaeniformes,Enophrys taurina,demersal,11,256,NA,17,TL,NA,NA,NA
Gymnocanthus detrisus,Cottidae,Scorpaeniformes,Gymnocanthus detrisus,demersal,15,450,NA,29,SL,hunting macrofauna (predator),NA,NA
Gymnocanthus galeatus,Cottidae,Scorpaeniformes,Gymnocanthus galeatus,demersal,0,579,NA,36,TL,NA,Deep records for this species is anomalous and must be regarded as questionable (Ref. 6793).,NA
Gymnocanthus pistilliger,Cottidae,Scorpaeniformes,Gymnocanthus pistilliger,demersal,0,325,NA,28,TL,NA,NA,NA
Gymnocanthus tricuspis,Cottidae,Scorpaeniformes,Gymnocanthus tricuspis,demersal,0,556,NA,30,TL,hunting macrofauna (predator),"Burrows into sand and sand-mud bottoms with salinities of 32-35 ppt, sometimes as low as 16-30 ppt (Ref. 4698).  Benthic (Ref. 58426).  Feeds on small benthic amphipods and polychaetes (Ref. 4698).","Burrows into sand and sand-mud bottoms with salinities of 32-35 ppt, sometimes as low as 16-30 ppt (Ref. 4698).  Benthic (Ref. 58426).  Feeds on small benthic amphipods and polychaetes (Ref. 4698).  Preyed upon by black guillemots and harp seal, <i>Phoca groenlandica</i>.  Parasite found on the fins was <i>Diocus gobinus</i> (Ref. 5951)."
Hemilepidotus gilberti,Cottidae,Scorpaeniformes,Hemilepidotus gilberti,demersal,0,604,NA,36,SL,hunting macrofauna (predator),NA,NA
Hemilepidotus hemilepidotus,Cottidae,Scorpaeniformes,Hemilepidotus hemilepidotus,demersal,0,450,NA,51,TL,hunting macrofauna (predator),"Usually near shore in rocky areas (Ref. 2850), from intertidal areas to 275 m depth (Ref. 6793).  Adults feed on crabs, barnacles, and mussels (Ref. 6885).  Good eating (Ref. 2850).",NA
Hemilepidotus jordani,Cottidae,Scorpaeniformes,Hemilepidotus jordani,bathydemersal,257,604,NA,41,TL,hunting macrofauna (predator),NA,NA
Hemilepidotus papilio,Cottidae,Scorpaeniformes,Hemilepidotus papilio,demersal,4,320,NA,45,FL,NA,NA,NA
Hemilepidotus spinosus,Cottidae,Scorpaeniformes,Hemilepidotus spinosus,demersal,0,780,NA,29,TL,hunting macrofauna (predator),Occurs in intertidal areas and down to at least 130 or 780 m depth (Ref. 5515).  Usually found in subtidal areas of exposed coasts (Ref. 2850).  Feeds on crustaceans (Ref. 6885).,Occurs in intertidal areas and down to at least 130 or 780 m depth (Ref. 5515).  Usually found in subtidal areas of exposed coasts (Ref. 2850).  Feeds on crustaceans (Ref. 6885).
Hemilepidotus zapus,Cottidae,Scorpaeniformes,Hemilepidotus zapus,demersal,61,530,NA,26,TL,NA,NA,NA
Icelinus borealis,Cottidae,Scorpaeniformes,Icelinus borealis,demersal,9,310,NA,10.199999809265137,SL,hunting macrofauna (predator),Found on soft or shell bottoms (Ref. 2850).  Feeds on shrimps (Ref. 4925). Occurs at minimum depth of 9 m (Ref. 06885).,NA
Icelinus burchami,Cottidae,Scorpaeniformes,Icelinus burchami,demersal,61,570,NA,13,TL,NA,Occurs offshore (Ref. 2850).  Most common near drop-offs (Ref. 2850).,NA
Icelinus filamentosus,Cottidae,Scorpaeniformes,Icelinus filamentosus,demersal,18,800,NA,27,TL,hunting macrofauna (predator),"Commonly found on sand and mud bottoms (Ref. 2850).  Feeds on crustaceans, including shrimps and isopods (Ref. 6885).",NA
Icelinus fimbriatus,Cottidae,Scorpaeniformes,Icelinus fimbriatus,demersal,50,265,NA,19,TL,NA,Rare species (Ref. 6885).  Occurs on soft bottom.,NA
Icelinus oculatus,Cottidae,Scorpaeniformes,Icelinus oculatus,demersal,NA,227,NA,18,TL,NA,NA,NA
Icelinus tenuis,Cottidae,Scorpaeniformes,Icelinus tenuis,demersal,33,373,NA,14,TL,hunting macrofauna (predator),Inhabits sand bottom.  Feeds on shrimps (Ref. 4925).,NA
Icelus canaliculatus,Cottidae,Scorpaeniformes,Icelus canaliculatus,demersal,20,1005,NA,21.100000381469727,TL,hunting macrofauna (predator),NA,NA
Icelus euryops,Cottidae,Scorpaeniformes,Icelus euryops,bathydemersal,199,749,NA,15,TL,NA,NA,NA
Icelus spatula,Cottidae,Scorpaeniformes,Icelus spatula,demersal,12,930,NA,21,TL,hunting macrofauna (predator),"Found on sand or sandy-mud bottoms with stones with salinities of 24.7-34.2 ppt (Ref. 4698).  Benthic (Ref. 58426).  Feeds mainly large bottom invertebrates, rarely small mollusks (Ref. 4698).","Found on sand or sandy-mud bottoms with stones with salinities of 24.7-34.2 ppt (Ref. 4698).  Benthic (Ref. 58426).  Feeds mainly large bottom invertebrates; such as shrimp, amphipods and polychaete worms(Ref. 5951), rarely small mollusks (Ref. 4698)."
Icelus spiniger,Cottidae,Scorpaeniformes,Icelus spiniger,demersal,25,770,NA,24,TL,hunting macrofauna (predator),NA,NA
Icelus uncinalis,Cottidae,Scorpaeniformes,Icelus uncinalis,demersal,70,247,NA,16,TL,NA,NA,NA
Jordania zonope,Cottidae,Scorpaeniformes,Jordania zonope,demersal,2,38,NA,15,TL,hunting macrofauna (predator),"Occurs in intertidal areas and to 38 m depth, in rocky areas and kelp (Ref. 2850).  Frequently hangs vertically on rock faces (Ref. 2850).  Active and highly territorial during the breeding season (Ref. 6885).",NA
Leptocottus armatus,Cottidae,Scorpaeniformes,Leptocottus armatus,demersal,0,156,amphidromous,46,TL,variable,"Commonly found near shore, especially in bays and estuaries; most frequently on sandy bottom (Ref. 2850).  Intertidal individuals breath air when out of water (Ref. 31184).  Can leave tide pools if aquatic conditions become inhospitable (Ref. 31184).  Although some individuals may spend their entire life in highly saline waters (Ref. 28693), some newly metamorphosed young move from the estuarine spawning sites to completely fresh water and may remain there for up to 6 weeks (Ref. 27547).  Adults apparently tend to remain in the shallow lower estuary, or farther offshore (Ref. 27547).  Feeds mostly on crabs, shrimps and amphipods, but also takes larval, juvenile and adult fishes, as well as polychaete worms, mollusks and other invertebrates (Ref. 4930).  Expands its gill covers and produces a low-pitched humming sound when stressed (Ref. 6885).  Considered a nuisance by anglers (Ref. 27547).",NA
Megalocottus platycephalus,Cottidae,Scorpaeniformes,Megalocottus platycephalus,demersal,0,120,NA,42,TL,hunting macrofauna (predator),Strictly marine species (Ref. 82587).,NA
Microcottus sellaris,Cottidae,Scorpaeniformes,Microcottus sellaris,demersal,0,60,NA,13,TL,hunting macrofauna (predator),Common in the littoral zone at depths up to 30 m. Probably spawns in the littoral zone and its larvae and fry are transported to river estuaries in tides (Ref. 26949).,Common in the littoral zone at depths up to 30 m (Ref. 26949).
Myoxocephalus jaok,Cottidae,Scorpaeniformes,Myoxocephalus jaok,demersal,0,680,NA,74,TL,hunting macrofauna (predator),"Found in shallow waters (Ref. 2850), on sand and mud bottoms from intertidal zone to depths often not greater than 80 m; seldom caught deeper than 150 m (Ref. 43939).",NA
Myoxocephalus niger,Cottidae,Scorpaeniformes,Myoxocephalus niger,demersal,0,50,NA,27,TL,NA,NA,NA
Myoxocephalus polyacanthocephalus,Cottidae,Scorpaeniformes,Myoxocephalus polyacanthocephalus,demersal,0,775,amphidromous,80,TL,hunting macrofauna (predator),"Occurs in the intertidal area and to 244 m  depth, on sand and mud bottoms (Ref. 2850).  Feeds on small fishes (Ref. 4925).  Often caught near shore (Ref. 2850).",NA
Myoxocephalus quadricornis,Cottidae,Scorpaeniformes,Myoxocephalus quadricornis,demersal,0,100,NA,60,TL,variable,"Occurs in cold brackish and moderately saline water near the coast (Ref. 27547).  Enters coastal rivers and may occur as far as 120 miles inland (Ref. 5723).  Landlocked in lakes (Ref. 59043).  Maximum depth reported at 100m (Ref. 35388).  Benthic (Ref. 58426).  Movements are limited to short onshore-offshore seasonal movements and mass movements of fry into shallow water in autumn (Ref. 28908, 28910).  Moreover, there are no migrations of large numbers; movement into freshwater and long distances up rivers are apparently undertaken by relatively few individuals at a time (Ref. 27547).  Diurnal from November to April but is largely nocturnal the rest of the year (Ref. 28905).  Feeds on small crustaceans, fishes (Ref. 4968) and molluscs (Ref. 58426).  Spawning takes place in shallow waters, male digs a groove in the gravel where pairing and egg laying occur.  Move to deeper water in the spring, where they stay in summer (Ref. 35388).  Landlocked populations are locally threatened (Ref. 59043).","Occurs in cold brackish and moderately saline water near the coast (Ref. 27547); enters coastal rivers and may occur as far as 120 miles inland (Ref. 5723).  Benthic (Ref. 58426).  Movements are limited to short onshore-offshore seasonal movements and mass movements of fry into shallow water in autumn (Ref. 28908, 28910).  Moreover, there are no migrations of large numbers; movement into freshwater and long distances up rivers are apparently undertaken by relatively few individuals at a time (Ref. 27547).  Diurnal from November to April but is largely nocturnal the rest of the year (Ref. 28905).  Feeds on small crustaceans, fishes (Ref. 4697, 4968, 27547) and molluscs (Ref. 58426). Move to deeper water in the spring, where they stay in summer (Ref. 35388).  Subject to intense predation in shallow water by gulls, waterfowl and shorebirds. Also eaten by whitefish, Arctic Char, eelpouts and other Cottidae including other members of its own species (Ref. 58522)."
Myoxocephalus scorpioides,Cottidae,Scorpaeniformes,Myoxocephalus scorpioides,demersal,0,280,NA,22,TL,hunting macrofauna (predator),Found on rocky bottoms among algae (Ref. 4698).  Benthic (Ref. 58426).  Feeds on small benthic amphipods (Ref. 4698).,Found on rocky bottoms among algae (Ref. 4698).  Benthic (Ref. 58426).  Feeds on small benthic amphipods (Ref. 4698).  It is preyed upon by black guillemot.  Parasite of the species is known to be a copepod (<i>Haemobaphes cyclopterina</i>) found on gills (Ref. 5951).
Myoxocephalus scorpius,Cottidae,Scorpaeniformes,Myoxocephalus scorpius,demersal,0,451,NA,60,TL,hunting macrofauna (predator),"Found on rocky bottoms with sand or mud, or among seaweeds (Ref. 4698).  Benthic (Ref. 58426).  Feeds on fishes, large crustaceans, occasionally polychaetes and amphipods (Ref. 4698).  During the spawning season, the male's underside becomes deep red with white spots.","Found on rocky bottoms with sand or mud, or among seaweeds (Ref. 4698).  Benthic (Ref. 58426).  Feeds on fishes, large crustaceans, occasionally polychaetes, amphipods and benthic invertebrates (Ref. 4698, 12224).  Preyed upon by black guillemots.  Parasites of the species include 2 protozoans, 2 myxosporidians, 6 trematodes, 1 cestode, 3 nematodes and 4 hirudinoideans (Ref. 5951)."
